Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_1483,Student,Primary School,55+,Maroua,"Above 1,000,000 XAF",5,Sometimes,20% - 40%,No,229475,40,Rice,135332,Yes,Bus / Coaster,8,16,1,No,26%,202111,21915,No,Yes,Yes,No,41699,50000,Food,Yes,Yes,Local currency depreciation,2023
RESP_1484,Unemployed,Primary School,18-24,Garoua,"250,001 - 500,000 XAF",5,Always,Above 60%,Yes,162623,118,Cooking Oil,56981,Yes,Moto-taxi,8,68,0,Yes,0%,0,5857,Yes,No,No,No,35081,0,Transportation,Yes,No,Global market crisis / Import costs,2023
RESP_1485,Retired,Master's Degree,25-34,Maroua,"250,001 - 500,000 XAF",1,Always,41% - 60%,Yes,169516,120,Rice,53004,No,Moto-taxi,12,78,2,Yes,33%,117592,10530,Yes,No,Yes,Yes,2716,0,Healthcare,Yes,Yes,Local currency depreciation,2021
RESP_1486,Student,High School / Baccalauréat,55+,Douala,"Above 1,000,000 XAF",1,Always,Under 20%,Yes,392021,43,Onions/Tomato,182723,Yes,Bus / Coaster,3,84,0,Yes,24%,185623,33009,Yes,Yes,Yes,No,17783,350000,Transportation,Yes,No,Global market crisis / Import costs,2024
RESP_1487,Employed full-time,Bachelor's Degree,25-34,Kribi,"Above 1,000,000 XAF",1,Sometimes,Above 60%,Yes,416219,68,Rice,174059,Yes,Bus / Coaster,13,72,3+,Yes,29%,220746,16176,No,No,No,No,38573,50000,Utilities (Water/Electricity),No,No,Fuel price hikes,2024
RESP_1488,Unemployed,Bachelor's Degree,25-34,Bamenda,"Above 1,000,000 XAF",1,Always,Above 60%,Yes,329444,112,Meat/Fish,104484,No,Bus / Coaster,7,17,2,Yes,38%,290481,9450,No,No,Yes,No,44402,600000,Transportation,No,No,Climate change / Poor harvests,2023
RESP_1489,Self-employed/Entrepreneur,Master's Degree,25-34,Bamenda,"100,001 - 250,000 XAF",7,Never,41% - 60%,No,95864,80,Plantains/Cassava,41085,Yes,Moto-taxi,11,100,3+,No,40%,72908,10797,Yes,Yes,Yes,No,30105,0,Utilities (Water/Electricity),Yes,No,Government taxes,2020
RESP_1490,Unemployed,Secondary School,35-44,Buea,"50,000 - 100,000 XAF",8,Always,Under 20%,Yes,37942,98,Cooking Oil,16978,Yes,Moto-taxi,2,43,0,Yes,26%,20172,27245,No,Yes,Yes,No,20352,600000,Housing/Rent,No,No,Government taxes,2023
RESP_1491,Self-employed/Entrepreneur,Secondary School,35-44,Maroua,"100,001 - 250,000 XAF",8,Often,41% - 60%,No,79179,81,Onions/Tomato,29074,Yes,Personal Car,8,84,2,Yes,42%,76541,10810,No,Yes,Yes,No,26547,25000,Food,Yes,Yes,Global market crisis / Import costs,2022
RESP_1492,Employed part-time,Master's Degree,18-24,Kribi,"Above 1,000,000 XAF",1,Always,Above 60%,Yes,444104,22,Onions/Tomato,80947,Yes,Personal Car,12,19,2,Yes,37%,279584,5318,No,No,No,No,24374,25000,Housing/Rent,Yes,Yes,Government taxes,2023
RESP_1493,Employed full-time,Secondary School,45-54,Bafoussam,"500,001 - 1,000,000 XAF",8,Often,20% - 40%,Yes,406447,138,Rice,155735,Yes,Shared Taxi,6,59,2,Yes,38%,287174,12404,Yes,Yes,Yes,No,34837,600000,Food,Yes,Yes,Local currency depreciation,2025
RESP_1494,Employed part-time,Bachelor's Degree,55+,Bamenda,"250,001 - 500,000 XAF",4,Often,41% - 60%,No,146179,143,Plantains/Cassava,44164,Yes,Personal Car,8,61,3+,Yes,35%,125204,7553,No,Yes,Yes,No,9493,350000,Housing/Rent,No,No,Climate change / Poor harvests,2022
RESP_1495,Retired,Primary School,45-54,Bafoussam,"Under 50,000 XAF",1,Often,41% - 60%,Yes,19792,56,Meat/Fish,8273,Yes,Moto-taxi,6,62,3+,Yes,29%,11880,32085,Yes,Yes,Yes,No,12985,600000,Food,Yes,No,Global market crisis / Import costs,2020
RESP_1496,Employed full-time,Secondary School,18-24,Buea,"500,001 - 1,000,000 XAF",7,Never,20% - 40%,Yes,305364,61,Plantains/Cassava,115778,Yes,Bus / Coaster,11,99,1,Yes,25%,192057,34649,No,Yes,Yes,No,7275,600000,Education,Yes,Yes,Global market crisis / Import costs,2021
RESP_1497,Employed part-time,Bachelor's Degree,25-34,Buea,"500,001 - 1,000,000 XAF",8,Rarely,20% - 40%,Yes,361751,86,Bread,174634,Yes,Moto-taxi,14,34,2,No,27%,207653,24221,Yes,Yes,Yes,No,40641,0,Healthcare,Yes,Yes,Government taxes,2025
RESP_1498,Self-employed/Entrepreneur,Primary School,25-34,Bamenda,"250,001 - 500,000 XAF",6,Always,20% - 40%,No,151024,136,Onions/Tomato,53920,Yes,Shared Taxi,6,50,3+,Yes,32%,115058,21273,No,No,Yes,No,4438,150000,Education,Yes,Yes,Climate change / Poor harvests,2022
RESP_1499,Employed part-time,High School / Baccalauréat,55+,Maroua,"500,001 - 1,000,000 XAF",6,Rarely,Under 20%,Yes,283559,88,Cooking Oil,179318,Yes,Moto-taxi,13,28,0,Yes,31%,237554,33179,No,Yes,Yes,No,37559,0,Housing/Rent,Yes,Yes,Government taxes,2022
RESP_1500,Retired,Secondary School,35-44,Bamenda,"500,001 - 1,000,000 XAF",1,Always,41% - 60%,Yes,281100,68,Bread,139645,Yes,Shared Taxi,7,67,1,Yes,22%,165366,34895,No,Yes,Yes,No,7840,350000,Utilities (Water/Electricity),Yes,Yes,Government taxes,2024
RESP_1501,Student,Master's Degree,45-54,Maroua,"50,000 - 100,000 XAF",2,Always,Above 60%,Yes,26717,69,Onions/Tomato,14662,Yes,Moto-taxi,4,43,3+,Yes,29%,22052,32072,Yes,No,No,No,38826,0,Healthcare,Yes,No,Global market crisis / Import costs,2024
RESP_1502,Unemployed,Bachelor's Degree,55+,Yaoundé,"250,001 - 500,000 XAF",7,Sometimes,41% - 60%,Yes,128619,104,Onions/Tomato,71777,Yes,Bus / Coaster,7,20,1,Yes,0%,0,16640,Yes,No,Yes,No,21448,0,Food,Yes,No,Climate change / Poor harvests,2025
RESP_1503,Retired,Bachelor's Degree,18-24,Bafoussam,"50,000 - 100,000 XAF",4,Rarely,Under 20%,Yes,42071,102,Plantains/Cassava,10096,Yes,Shared Taxi,10,51,2,Yes,29%,22423,30581,No,No,Yes,No,2269,25000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2022
RESP_1504,Student,High School / Baccalauréat,55+,Garoua,"500,001 - 1,000,000 XAF",6,Rarely,Under 20%,Yes,357943,58,Bread,163772,No,Shared Taxi,4,53,3+,Yes,22%,167877,17132,No,No,Yes,No,45791,0,Housing/Rent,Yes,Yes,Government taxes,2020
RESP_1505,Unemployed,Master's Degree,25-34,Garoua,"100,001 - 250,000 XAF",2,Often,20% - 40%,Yes,54318,141,Cooking Oil,39940,Yes,Shared Taxi,9,79,2,Yes,29%,53359,25443,No,No,Yes,Yes,38849,600000,Education,Yes,No,Fuel price hikes,2024
RESP_1506,Unemployed,PhD / Doctorate,35-44,Buea,"Under 50,000 XAF",1,Rarely,Above 60%,Yes,12395,96,Bread,7224,Yes,Shared Taxi,5,63,1,Yes,43%,17259,29824,No,No,Yes,No,7588,0,Healthcare,Yes,No,Government taxes,2021
RESP_1507,Employed full-time,PhD / Doctorate,25-34,Bafoussam,"50,000 - 100,000 XAF",5,Rarely,20% - 40%,No,31933,83,Cooking Oil,15933,No,Bus / Coaster,7,39,3+,Yes,35%,26630,34890,No,No,No,No,4512,600000,Healthcare,Yes,Yes,Fuel price hikes,2022
RESP_1508,Self-employed/Entrepreneur,Master's Degree,18-24,Garoua,"50,000 - 100,000 XAF",1,Sometimes,Under 20%,Yes,44717,132,Rice,17668,Yes,Shared Taxi,10,93,1,Yes,0%,0,30888,No,Yes,Yes,No,6621,600000,Housing/Rent,Yes,No,Local currency depreciation,2021
RESP_1509,Unemployed,Bachelor's Degree,18-24,Douala,"500,001 - 1,000,000 XAF",4,Sometimes,Above 60%,Yes,429491,102,Plantains/Cassava,147678,Yes,Personal Car,3,97,1,Yes,35%,262633,32766,Yes,No,Yes,Yes,43166,150000,Healthcare,Yes,No,Global market crisis / Import costs,2020
RESP_1510,Employed part-time,PhD / Doctorate,18-24,Garoua,"100,001 - 250,000 XAF",7,Never,20% - 40%,Yes,77542,71,Onions/Tomato,21833,Yes,Personal Car,11,32,3+,No,24%,43710,7609,Yes,No,Yes,No,46388,50000,Education,Yes,Yes,Climate change / Poor harvests,2022
RESP_1511,Employed full-time,Bachelor's Degree,25-34,Maroua,"500,001 - 1,000,000 XAF",6,Always,Above 60%,Yes,367287,102,Bread,75087,No,Personal Car,5,15,1,No,40%,301948,9583,No,Yes,Yes,No,48577,150000,Utilities (Water/Electricity),No,No,Local currency depreciation,2020
RESP_1512,Self-employed/Entrepreneur,PhD / Doctorate,25-34,Bafoussam,"100,001 - 250,000 XAF",8,Rarely,Under 20%,Yes,77635,49,Onions/Tomato,39709,No,Shared Taxi,8,21,1,Yes,38%,68418,31108,Yes,Yes,Yes,No,26867,350000,Food,No,Yes,Global market crisis / Import costs,2021
RESP_1513,Employed full-time,PhD / Doctorate,55+,Kribi,"Under 50,000 XAF",4,Often,Above 60%,Yes,12535,50,Cooking Oil,5706,Yes,Shared Taxi,3,73,3+,Yes,33%,13489,14328,No,Yes,Yes,No,28113,0,Housing/Rent,Yes,No,Fuel price hikes,2020
RESP_1514,Self-employed/Entrepreneur,Bachelor's Degree,25-34,Bamenda,"50,000 - 100,000 XAF",5,Rarely,20% - 40%,Yes,38254,86,Bread,16974,Yes,Shared Taxi,14,32,2,Yes,25%,19027,17829,No,Yes,No,No,16071,350000,Housing/Rent,Yes,No,Climate change / Poor harvests,2020
RESP_1515,Self-employed/Entrepreneur,High School / Baccalauréat,55+,Douala,"50,000 - 100,000 XAF",6,Sometimes,41% - 60%,Yes,33142,30,Meat/Fish,18654,Yes,Moto-taxi,3,53,3+,Yes,39%,29359,28620,Yes,Yes,Yes,No,10133,0,Housing/Rent,Unsure,Yes,Local currency depreciation,2020
RESP_1516,Self-employed/Entrepreneur,Primary School,45-54,Kribi,"250,001 - 500,000 XAF",2,Sometimes,Under 20%,Yes,194404,43,Meat/Fish,43924,Yes,Personal Car,13,20,3+,Yes,32%,114929,34989,Yes,No,No,No,9764,0,Utilities (Water/Electricity),Yes,No,Government taxes,2020
RESP_1517,Retired,Master's Degree,18-24,Bafoussam,"Above 1,000,000 XAF",7,Always,20% - 40%,Yes,261870,43,Meat/Fish,178039,No,Personal Car,3,94,3+,Yes,34%,257406,12871,Yes,Yes,No,Yes,36520,0,Education,Yes,No,Climate change / Poor harvests,2023
RESP_1518,Employed full-time,Master's Degree,25-34,Bafoussam,"500,001 - 1,000,000 XAF",7,Sometimes,Above 60%,Yes,355696,39,Meat/Fish,130700,Yes,Bus / Coaster,2,42,3+,Yes,0%,0,7834,Yes,Yes,No,No,23382,150000,Healthcare,Yes,No,Local currency depreciation,2023
RESP_1519,Unemployed,Primary School,25-34,Kribi,"500,001 - 1,000,000 XAF",6,Rarely,20% - 40%,Yes,438515,108,Rice,116672,Yes,Bus / Coaster,6,43,2,Yes,23%,176405,13444,Yes,No,No,No,49046,0,Healthcare,Unsure,No,Government taxes,2022
RESP_1520,Employed part-time,Primary School,55+,Douala,"Under 50,000 XAF",8,Sometimes,Under 20%,Yes,14675,26,Meat/Fish,5594,Yes,Moto-taxi,7,43,1,Yes,32%,13001,9520,Yes,No,Yes,No,4270,150000,Housing/Rent,Yes,Yes,Climate change / Poor harvests,2024
RESP_1521,Self-employed/Entrepreneur,Secondary School,35-44,Yaoundé,"50,000 - 100,000 XAF",3,Always,Under 20%,Yes,31485,73,Onions/Tomato,13172,Yes,Moto-taxi,6,44,3+,Yes,0%,0,28839,Yes,No,Yes,No,10865,0,Healthcare,Unsure,No,Fuel price hikes,2024
RESP_1522,Student,Primary School,45-54,Buea,"50,000 - 100,000 XAF",6,Sometimes,20% - 40%,No,35794,88,Plantains/Cassava,18400,Yes,Bus / Coaster,11,34,2,Yes,0%,0,16051,No,No,No,No,10585,50000,Education,Yes,Yes,Local currency depreciation,2023
RESP_1523,Student,Bachelor's Degree,25-34,Buea,"Under 50,000 XAF",7,Often,41% - 60%,No,16030,65,Meat/Fish,6106,Yes,Bus / Coaster,8,49,2,Yes,0%,0,5085,No,No,Yes,No,25030,50000,Education,Yes,Yes,Climate change / Poor harvests,2021
RESP_1524,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Garoua,"Under 50,000 XAF",2,Never,Under 20%,Yes,19169,23,Plantains/Cassava,5925,Yes,Moto-taxi,14,62,2,Yes,38%,15309,31704,No,Yes,Yes,No,26468,600000,Education,Yes,No,Fuel price hikes,2023
RESP_1525,Student,PhD / Doctorate,45-54,Yaoundé,"Under 50,000 XAF",7,Rarely,Under 20%,No,14323,107,Plantains/Cassava,8035,Yes,Bus / Coaster,14,42,1,Yes,35%,14022,8779,Yes,No,Yes,No,16949,50000,Transportation,No,Yes,Local currency depreciation,2024
RESP_1526,Self-employed/Entrepreneur,PhD / Doctorate,45-54,Kribi,"100,001 - 250,000 XAF",6,Sometimes,Under 20%,No,77674,73,Bread,41143,No,Shared Taxi,2,72,3+,Yes,34%,62270,12338,Yes,Yes,Yes,No,27912,0,Transportation,No,No,Government taxes,2023
RESP_1527,Employed part-time,Bachelor's Degree,55+,Garoua,"500,001 - 1,000,000 XAF",7,Often,Under 20%,Yes,357715,146,Rice,146748,Yes,Shared Taxi,9,61,1,Yes,40%,301552,19994,Yes,No,Yes,No,38652,0,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2020
RESP_1528,Unemployed,High School / Baccalauréat,35-44,Kribi,"100,001 - 250,000 XAF",5,Never,Above 60%,Yes,64451,30,Cooking Oil,42129,Yes,Moto-taxi,2,52,1,Yes,36%,65573,17113,No,No,Yes,No,28186,50000,Food,Yes,No,Government taxes,2020
RESP_1529,Retired,PhD / Doctorate,25-34,Bafoussam,"50,000 - 100,000 XAF",4,Never,20% - 40%,Yes,36761,88,Cooking Oil,9880,Yes,Bus / Coaster,12,54,1,Yes,38%,29004,8138,No,No,Yes,No,14713,0,Utilities (Water/Electricity),Yes,Yes,Government taxes,2024
RESP_1530,Employed full-time,PhD / Doctorate,55+,Yaoundé,"50,000 - 100,000 XAF",5,Often,Under 20%,Yes,23292,126,Onions/Tomato,15343,No,Shared Taxi,14,92,3+,Yes,0%,0,14728,Yes,No,Yes,No,26316,50000,Education,Unsure,No,Government taxes,2023
RESP_1531,Employed part-time,Bachelor's Degree,35-44,Yaoundé,"250,001 - 500,000 XAF",7,Rarely,20% - 40%,No,160904,89,Meat/Fish,79693,Yes,Bus / Coaster,2,70,3+,Yes,26%,94394,16366,Yes,Yes,Yes,No,15234,0,Utilities (Water/Electricity),Yes,Yes,Government taxes,2023
RESP_1532,Student,Bachelor's Degree,55+,Maroua,"100,001 - 250,000 XAF",6,Never,41% - 60%,No,82507,84,Meat/Fish,28944,Yes,Moto-taxi,10,70,2,Yes,20%,36671,30622,Yes,No,Yes,No,39420,0,Education,Yes,No,Global market crisis / Import costs,2021
RESP_1533,Retired,PhD / Doctorate,18-24,Kribi,"250,001 - 500,000 XAF",2,Sometimes,Above 60%,Yes,169823,34,Cooking Oil,83112,Yes,Shared Taxi,4,98,3+,Yes,32%,112690,7062,Yes,No,Yes,No,28569,0,Food,No,Yes,Fuel price hikes,2023
RESP_1534,Student,Bachelor's Degree,45-54,Bamenda,"Under 50,000 XAF",1,Always,Above 60%,No,13374,95,Cooking Oil,4799,No,Bus / Coaster,4,71,1,Yes,22%,8801,33005,No,No,Yes,Yes,19057,0,Education,Unsure,Yes,Local currency depreciation,2020
RESP_1535,Employed part-time,Primary School,18-24,Kribi,"500,001 - 1,000,000 XAF",6,Often,Under 20%,Yes,227786,91,Rice,163455,Yes,Moto-taxi,14,33,3+,Yes,24%,180951,13484,Yes,No,Yes,No,40500,50000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2025
RESP_1536,Employed part-time,Secondary School,45-54,Yaoundé,"Above 1,000,000 XAF",3,Often,Above 60%,No,336255,90,Meat/Fish,166123,Yes,Moto-taxi,5,95,3+,Yes,21%,161578,8007,Yes,Yes,Yes,No,46991,150000,Transportation,Yes,Yes,Government taxes,2023
RESP_1537,Employed part-time,Primary School,25-34,Bamenda,"Under 50,000 XAF",5,Sometimes,Above 60%,Yes,13693,53,Plantains/Cassava,9153,Yes,Bus / Coaster,10,42,0,Yes,0%,0,9277,No,No,Yes,No,9059,600000,Food,Unsure,Yes,Government taxes,2024
RESP_1538,Unemployed,Master's Degree,25-34,Kribi,"100,001 - 250,000 XAF",7,Sometimes,Under 20%,Yes,94239,107,Onions/Tomato,32594,Yes,Bus / Coaster,4,17,1,No,0%,0,26134,No,No,Yes,Yes,26503,50000,Education,Unsure,Yes,Climate change / Poor harvests,2022
RESP_1539,Retired,High School / Baccalauréat,18-24,Garoua,"Under 50,000 XAF",7,Always,Under 20%,Yes,19414,91,Onions/Tomato,7673,Yes,Personal Car,6,55,3+,Yes,41%,16515,27407,Yes,Yes,Yes,No,45041,150000,Transportation,Yes,No,Global market crisis / Import costs,2023
RESP_1540,Employed part-time,Primary School,25-34,Yaoundé,"Under 50,000 XAF",8,Sometimes,Under 20%,Yes,18176,142,Bread,6439,Yes,Moto-taxi,11,88,3+,Yes,0%,0,29594,Yes,No,Yes,No,23500,50000,Education,Yes,Yes,Fuel price hikes,2022
RESP_1541,Student,PhD / Doctorate,55+,Bafoussam,"250,001 - 500,000 XAF",7,Sometimes,Above 60%,Yes,166505,50,Cooking Oil,60709,Yes,Moto-taxi,12,81,3+,No,36%,126906,31033,Yes,Yes,Yes,No,18112,0,Food,Yes,Yes,Global market crisis / Import costs,2024
RESP_1542,Self-employed/Entrepreneur,Bachelor's Degree,45-54,Bafoussam,"Above 1,000,000 XAF",4,Never,Under 20%,Yes,307679,77,Meat/Fish,86401,Yes,Bus / Coaster,5,20,1,Yes,0%,0,17409,Yes,Yes,Yes,No,12510,50000,Transportation,Yes,No,Climate change / Poor harvests,2024
RESP_1543,Unemployed,Secondary School,45-54,Bafoussam,"Under 50,000 XAF",7,Sometimes,20% - 40%,Yes,14903,68,Plantains/Cassava,7577,Yes,Moto-taxi,12,83,0,No,23%,9546,10582,Yes,Yes,Yes,Yes,41700,150000,Housing/Rent,Yes,No,Fuel price hikes,2020
RESP_1544,Employed part-time,High School / Baccalauréat,25-34,Bamenda,"500,001 - 1,000,000 XAF",6,Always,41% - 60%,Yes,234418,72,Bread,164839,Yes,Shared Taxi,8,23,1,Yes,24%,185615,9347,No,No,Yes,Yes,40626,0,Healthcare,Unsure,No,Climate change / Poor harvests,2020
RESP_1545,Employed full-time,Bachelor's Degree,45-54,Bamenda,"Above 1,000,000 XAF",4,Never,Under 20%,Yes,230651,22,Meat/Fish,183537,Yes,Moto-taxi,2,88,0,Yes,33%,251186,30620,No,Yes,Yes,No,12830,50000,Education,Unsure,No,Climate change / Poor harvests,2022
RESP_1546,Student,Secondary School,55+,Yaoundé,"Under 50,000 XAF",4,Sometimes,Above 60%,Yes,23061,106,Bread,9502,Yes,Shared Taxi,7,56,2,Yes,39%,15936,19088,No,No,Yes,Yes,19208,25000,Food,Yes,No,Climate change / Poor harvests,2024
RESP_1547,Unemployed,PhD / Doctorate,55+,Maroua,"100,001 - 250,000 XAF",7,Sometimes,20% - 40%,Yes,90445,111,Cooking Oil,41191,Yes,Moto-taxi,2,28,1,Yes,31%,57118,31638,Yes,No,Yes,No,48838,0,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2024
RESP_1548,Student,Primary School,35-44,Yaoundé,"500,001 - 1,000,000 XAF",2,Always,20% - 40%,No,331067,49,Rice,80139,Yes,Bus / Coaster,5,66,1,Yes,28%,216546,7899,No,Yes,Yes,No,37739,0,Food,Yes,Yes,Fuel price hikes,2024
RESP_1549,Unemployed,Master's Degree,25-34,Maroua,"Above 1,000,000 XAF",3,Rarely,Above 60%,Yes,431915,33,Meat/Fish,108903,Yes,Moto-taxi,11,59,3+,Yes,39%,294334,20336,Yes,Yes,Yes,No,38734,0,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2025
RESP_1550,Employed part-time,Bachelor's Degree,35-44,Douala,"500,001 - 1,000,000 XAF",4,Sometimes,41% - 60%,Yes,402038,73,Onions/Tomato,183965,Yes,Personal Car,3,37,0,Yes,42%,317207,33465,No,No,Yes,Yes,11307,150000,Education,Unsure,Yes,Government taxes,2021
RESP_1551,Student,Secondary School,25-34,Bafoussam,"100,001 - 250,000 XAF",8,Sometimes,Above 60%,No,101549,93,Onions/Tomato,28285,Yes,Personal Car,12,100,1,Yes,40%,72475,14802,Yes,Yes,No,No,19130,50000,Utilities (Water/Electricity),Yes,Yes,Local currency depreciation,2022
RESP_1552,Self-employed/Entrepreneur,Master's Degree,45-54,Yaoundé,"500,001 - 1,000,000 XAF",1,Always,41% - 60%,Yes,356516,25,Onions/Tomato,120430,Yes,Bus / Coaster,9,69,2,Yes,37%,280200,5470,No,Yes,Yes,No,23980,50000,Food,Yes,Yes,Fuel price hikes,2022
RESP_1553,Employed part-time,Bachelor's Degree,55+,Bamenda,"Above 1,000,000 XAF",2,Sometimes,20% - 40%,Yes,252733,64,Rice,127264,Yes,Bus / Coaster,12,64,1,Yes,36%,272765,27978,Yes,No,No,No,40179,0,Food,Yes,Yes,Local currency depreciation,2020
RESP_1554,Employed full-time,Secondary School,45-54,Bafoussam,"100,001 - 250,000 XAF",5,Sometimes,Under 20%,Yes,66530,110,Plantains/Cassava,36529,Yes,Personal Car,2,91,0,Yes,0%,0,7504,Yes,Yes,Yes,No,35641,600000,Healthcare,Yes,Yes,Climate change / Poor harvests,2021
RESP_1555,Employed full-time,Primary School,35-44,Kribi,"500,001 - 1,000,000 XAF",4,Often,41% - 60%,No,418594,58,Plantains/Cassava,168651,Yes,Shared Taxi,14,38,3+,No,20%,156568,23317,No,No,Yes,No,26210,0,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2024
RESP_1556,Employed part-time,Secondary School,25-34,Maroua,"250,001 - 500,000 XAF",1,Always,Under 20%,Yes,194873,103,Rice,78216,Yes,Shared Taxi,3,18,1,Yes,31%,111459,29825,No,No,No,Yes,41604,25000,Healthcare,No,No,Local currency depreciation,2022
RESP_1557,Retired,Primary School,55+,Yaoundé,"500,001 - 1,000,000 XAF",5,Never,41% - 60%,No,230762,94,Bread,164346,Yes,Personal Car,7,48,3+,Yes,33%,249392,31506,Yes,No,Yes,No,47638,0,Food,Yes,Yes,Climate change / Poor harvests,2020
RESP_1558,Unemployed,Bachelor's Degree,18-24,Garoua,"500,001 - 1,000,000 XAF",6,Always,Above 60%,Yes,419097,34,Rice,148468,Yes,Moto-taxi,13,30,0,Yes,0%,0,29800,Yes,No,Yes,No,2863,150000,Transportation,No,Yes,Government taxes,2024
RESP_1559,Employed part-time,Secondary School,25-34,Garoua,"Under 50,000 XAF",7,Always,Under 20%,Yes,22170,133,Onions/Tomato,9309,Yes,Personal Car,7,50,0,Yes,0%,0,7905,No,Yes,Yes,Yes,28080,50000,Housing/Rent,Yes,Yes,Fuel price hikes,2025
RESP_1560,Self-employed/Entrepreneur,Bachelor's Degree,18-24,Bamenda,"250,001 - 500,000 XAF",7,Never,20% - 40%,Yes,187906,20,Plantains/Cassava,85493,Yes,Bus / Coaster,14,41,3+,Yes,28%,98860,12027,Yes,No,Yes,No,37226,0,Food,Yes,Yes,Fuel price hikes,2021
RESP_1561,Unemployed,Master's Degree,45-54,Bafoussam,"Under 50,000 XAF",4,Sometimes,41% - 60%,Yes,21957,77,Rice,9482,Yes,Shared Taxi,13,47,2,Yes,31%,12431,17889,No,Yes,Yes,No,6153,0,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2025
RESP_1562,Student,High School / Baccalauréat,25-34,Kribi,"Above 1,000,000 XAF",7,Often,Under 20%,Yes,249971,31,Meat/Fish,122264,Yes,Personal Car,6,96,2,Yes,0%,0,28334,Yes,No,Yes,No,19604,350000,Transportation,Yes,No,Climate change / Poor harvests,2023
RESP_1563,Employed part-time,PhD / Doctorate,45-54,Buea,"500,001 - 1,000,000 XAF",4,Rarely,20% - 40%,Yes,328131,103,Cooking Oil,166979,Yes,Personal Car,14,38,0,No,38%,287506,12868,No,Yes,Yes,No,31037,150000,Food,No,No,Local currency depreciation,2024
RESP_1564,Retired,PhD / Doctorate,25-34,Bafoussam,"500,001 - 1,000,000 XAF",8,Sometimes,41% - 60%,Yes,314460,110,Meat/Fish,78869,Yes,Bus / Coaster,11,30,2,Yes,22%,165814,28883,No,Yes,Yes,No,21174,25000,Transportation,Yes,Yes,Fuel price hikes,2025
RESP_1565,Employed full-time,PhD / Doctorate,55+,Douala,"100,001 - 250,000 XAF",8,Never,Above 60%,No,101522,74,Cooking Oil,22952,Yes,Moto-taxi,9,41,2,Yes,0%,0,19345,No,Yes,Yes,No,17872,350000,Utilities (Water/Electricity),Yes,No,Government taxes,2021
RESP_1566,Self-employed/Entrepreneur,Secondary School,35-44,Garoua,"250,001 - 500,000 XAF",8,Sometimes,Under 20%,Yes,188516,29,Cooking Oil,40639,Yes,Shared Taxi,12,52,0,Yes,37%,129533,17416,Yes,No,Yes,No,26527,350000,Transportation,Yes,No,Climate change / Poor harvests,2021
RESP_1567,Student,Bachelor's Degree,35-44,Bamenda,"250,001 - 500,000 XAF",6,Rarely,41% - 60%,Yes,143893,46,Plantains/Cassava,61296,Yes,Shared Taxi,14,66,3+,Yes,25%,89672,25056,No,No,Yes,No,21771,150000,Transportation,Yes,No,Fuel price hikes,2025
RESP_1568,Self-employed/Entrepreneur,Secondary School,18-24,Garoua,"250,001 - 500,000 XAF",1,Often,Under 20%,Yes,176067,69,Plantains/Cassava,69912,Yes,Shared Taxi,6,74,1,Yes,0%,0,5431,Yes,Yes,Yes,No,29500,25000,Education,Yes,Yes,Government taxes,2021
RESP_1569,Unemployed,Master's Degree,55+,Kribi,"100,001 - 250,000 XAF",7,Always,Above 60%,Yes,106485,144,Meat/Fish,38475,Yes,Bus / Coaster,2,93,2,Yes,30%,55259,18155,Yes,Yes,No,No,16832,150000,Healthcare,No,Yes,Local currency depreciation,2023
RESP_1570,Unemployed,PhD / Doctorate,55+,Kribi,"50,000 - 100,000 XAF",2,Never,Under 20%,Yes,23760,97,Meat/Fish,11773,Yes,Personal Car,6,88,2,Yes,43%,32900,29261,Yes,Yes,No,No,25428,0,Healthcare,Unsure,Yes,Fuel price hikes,2024
